SONSTELIE J,Jon Sonstelie,2.518766,3.6,8185,168,2009,2016,29,8156,3.4,ECON,INT,,,,,,
FRIDLUND A J,Alan Fridlund,2.507125,3.1,23467,492,2009,2024,2,23465,4.1,PSY,,,,,,,
LOW S H,Seng Low,2.502435,4.2,21194,215,2009,2024,18,21176,2.5,MCDB,,,,,,,
SYLVESTER B M,Bryanna Sylvester,2.501353,3.4,7984,336,2020,2024,30,7954,3.6,CHEM,INT,,,,,,
JOSEPH C A,Crisjoe Joseph,2.498505,3.7,20206,326,2013,2024,0,20206,4.1,CHEM,ENV,,,,,,
RESCORLA M A,Michael Rescorla,2.479779,3.3,816,59,2009,2016,0,816,3.5,PHIL,,,,,,,
BRUICE P Y,Paula Bruice,2.455664,3.9,11282,221,2010,2019,0,11282,2.9,CHEM,,,,,,,
KAHN K,Kalju Kahn,2.454974,4.6,1950,102,2009,2024,1,1949,3.3,CHEM,MCDB,,,,,,
WATSON R B,Rich Watson,2.452304,3.9,4709,99,2009,2016,0,4709,3.2,ECON,,,,,,,
KUNKEL B M,Javier Birchenall,2.415205,3.7,13870,110,2011,2019,48,13822,2.4,CHEM,ENV,INT,,,,,
DAI X Z,Xianzhe Dai,2.406853,3.3,3079,108,2010,2024,57,3022,2.9,INT,MATH,,,,,,
RICE W R,William Rice,2.397421,3.8,7560,44,2011,2018,5,7555,3.2,EEMB,,,,,,,
SALMON N U,Nathan Salmon,2.360048,3.4,1254,32,2010,2024,0,1254,3.1,PHIL,,,,,,,
ANDERSON S E,Stan Anderson,2.353188,3.0,1882,39,2009,2018,0,1882,3.5,CHEM,ESM,,,,,,
FELDWINN D L,Darby Feldwinn,2.350535,4.2,8509,210,2010,2024,206,8303,3.1,CHEM,ED,ENV,,,,,
BANKS I,Ingrid Banks,2.145043,4.6,2078,90,2010,2024,0,2078,2.7,BL,,,,,,,
